UNM_BANNER_ID,HED_HIGH_SCHOOL_CODE,INSTITUTION_NAME,STREET_LINE1,STREET_LINE2,STREET_LINE3,CITY,STATE_PROVINCE
101774277,320412,VALENCIA HIGH SCHOOL,310 BONITA VISTA BLVD,PO BOX 1300,,LOS LUNAS,NM
101774220,320412,VALENCIA HIGH SCHOOL,310 BONITA VISTA BLVD,PO BOX 1300,,LOS LUNAS,NM
101774205,320412,VALENCIA HIGH SCHOOL,310 BONITA VISTA BLVD,PO BOX 1300,,LOS LUNAS,NM
101765904,320412,VALENCIA HIGH SCHOOL,310 BONITA VISTA BLVD,PO BOX 1300,,LOS LUNAS,NM
101774187,320412,VALENCIA HIGH SCHOOL,310 BONITA VISTA BLVD,PO BOX 1300,,LOS LUNAS,NM
101774088,320412,VALENCIA HIGH SCHOOL,310 BONITA VISTA BLVD,PO BOX 1300,,LOS LUNAS,NM
101774084,320412,VALENCIA HIGH SCHOOL,310 BONITA VISTA BLVD,PO BOX 1300,,LOS LUNAS,NM
101774080,320412,VALENCIA HIGH SCHOOL,310 BONITA VISTA BLVD,PO BOX 1300,,LOS LUNAS,NM
101774073,320412,VALENCIA HIGH SCHOOL,310 BONITA VISTA BLVD,PO BOX 1300,,LOS LUNAS,NM
101774071,320412,VALENCIA HIGH SCHOOL,310 BONITA VISTA BLVD,PO BOX 1300,,LOS LUNAS,NM
101774049,320412,VALENCIA HIGH SCHOOL,310 BONITA VISTA BLVD,PO BOX 1300,,LOS LUNAS,NM
101774043,320412,VALENCIA HIGH SCHOOL,310 BONITA VISTA BLVD,PO BOX 1300,,LOS LUNAS,NM
101774041,320412,VALENCIA HIGH SCHOOL,310 BONITA VISTA BLVD,PO BOX 1300,,LOS LUNAS,NM
101773978,320412,VALENCIA HIGH SCHOOL,310 BONITA VISTA BLVD,PO BOX 1300,,LOS LUNAS,NM
101709812,320412,VALENCIA HIGH SCHOOL,310 BONITA VISTA BLVD,PO BOX 1300,,LOS LUNAS,NM
101726288,320412,VALENCIA HIGH SCHOOL,310 BONITA VISTA BLVD,PO BOX 1300,,LOS LUNAS,NM
101699757,320412,VALENCIA HIGH SCHOOL,310 BONITA VISTA BLVD,PO BOX 1300,,LOS LUNAS,NM
101675999,320412,VALENCIA HIGH SCHOOL,310 BONITA VISTA BLVD,PO BOX 1300,,LOS LUNAS,NM
101685323,320412,VALENCIA HIGH SCHOOL,310 BONITA VISTA BLVD,PO BOX 1300,,LOS LUNAS,NM
101694185,320412,VALENCIA HIGH SCHOOL,310 BONITA VISTA BLVD,PO BOX 1300,,LOS LUNAS,NM
101693203,320412,VALENCIA HIGH SCHOOL,310 BONITA VISTA BLVD,PO BOX 1300,,LOS LUNAS,NM
101623672,320412,VALENCIA HIGH SCHOOL,310 BONITA VISTA BLVD,PO BOX 1300,,LOS LUNAS,NM
101631136,320412,VALENCIA HIGH SCHOOL,310 BONITA VISTA BLVD,PO BOX 1300,,LOS LUNAS,NM
101622912,320412,VALENCIA HIGH SCHOOL,310 BONITA VISTA BLVD,PO BOX 1300,,LOS LUNAS,NM
101631128,320412,VALENCIA HIGH SCHOOL,310 BONITA VISTA BLVD,PO BOX 1300,,LOS LUNAS,NM
101630611,320412,VALENCIA HIGH SCHOOL,310 BONITA VISTA BLVD,PO BOX 1300,,LOS LUNAS,NM
101630600,320412,VALENCIA HIGH SCHOOL,310 BONITA VISTA BLVD,PO BOX 1300,,LOS LUNAS,NM
101607557,320412,VALENCIA HIGH SCHOOL,310 BONITA VISTA BLVD,PO BOX 1300,,LOS LUNAS,NM
101614067,320412,VALENCIA HIGH SCHOOL,310 BONITA VISTA BLVD,PO BOX 1300,,LOS LUNAS,NM
101617715,320412,VALENCIA HIGH SCHOOL,310 BONITA VISTA BLVD,PO BOX 1300,,LOS LUNAS,NM
101600579,320412,VALENCIA HIGH SCHOOL,310 BONITA VISTA BLVD,PO BOX 1300,,LOS LUNAS,NM
101579078,320412,VALENCIA HIGH SCHOOL,310 BONITA VISTA BLVD,PO BOX 1300,,LOS LUNAS,NM
101579156,320412,VALENCIA HIGH SCHOOL,310 BONITA VISTA BLVD,PO BOX 1300,,LOS LUNAS,NM
101567228,320412,VALENCIA HIGH SCHOOL,310 BONITA VISTA BLVD,PO BOX 1300,,LOS LUNAS,NM
101532048,320412,VALENCIA HIGH SCHOOL,310 BONITA VISTA BLVD,PO BOX 1300,,LOS LUNAS,NM
101509180,320412,VALENCIA HIGH SCHOOL,310 BONITA VISTA BLVD,PO BOX 1300,,LOS LUNAS,NM
101506483,320412,VALENCIA HIGH SCHOOL,310 BONITA VISTA BLVD,PO BOX 1300,,LOS LUNAS,NM
101506762,320412,VALENCIA HIGH SCHOOL,310 BONITA VISTA BLVD,PO BOX 1300,,LOS LUNAS,NM
101506757,320412,VALENCIA HIGH SCHOOL,310 BONITA VISTA BLVD,PO BOX 1300,,LOS LUNAS,NM
101469637,320412,VALENCIA HIGH SCHOOL,310 BONITA VISTA BLVD,PO BOX 1300,,LOS LUNAS,NM
101637548,320412,VALENCIA HIGH SCHOOL,310 BONITA VISTA BLVD,PO BOX 1300,,LOS LUNAS,NM
101695183,320412,VALENCIA HIGH SCHOOL,310 BONITA VISTA BLVD,PO BOX 1300,,LOS LUNAS,NM
101654425,320412,VALENCIA HIGH SCHOOL,310 BONITA VISTA BLVD,PO BOX 1300,,LOS LUNAS,NM
101672677,320412,VALENCIA HIGH SCHOOL,310 BONITA VISTA BLVD,PO BOX 1300,,LOS LUNAS,NM
100912913,320413,LOVING HIGH SCHOOL,602 S 6TH ST,,,LOVING,NM
101607583,320415,LOVINGTON HIGH SCHOOL,701 W AVENUE K,,,LOVINGTON,NM
101583257,320415,LOVINGTON HIGH SCHOOL,701 W AVENUE K,,,LOVINGTON,NM
101555692,320415,LOVINGTON HIGH SCHOOL,701 W AVENUE K,,,LOVINGTON,NM
101696483,320415,LOVINGTON HIGH SCHOOL,701 W AVENUE K,,,LOVINGTON,NM
101733705,320416,SCHOOL OF DREAMS ACADEMY,STE 250,1800 MAIN ST NE,,LOS LUNAS,NM
101733355,320416,SCHOOL OF DREAMS ACADEMY,STE 250,1800 MAIN ST NE,,LOS LUNAS,NM
101718120,320416,SCHOOL OF DREAMS ACADEMY,STE 250,1800 MAIN ST NE,,LOS LUNAS,NM
101717515,320416,SCHOOL OF DREAMS ACADEMY,STE 250,1800 MAIN ST NE,,LOS LUNAS,NM
101717479,320416,SCHOOL OF DREAMS ACADEMY,STE 250,1800 MAIN ST NE,,LOS LUNAS,NM
101676684,320416,SCHOOL OF DREAMS ACADEMY,STE 250,1800 MAIN ST NE,,LOS LUNAS,NM
101577891,320416,SCHOOL OF DREAMS ACADEMY,STE 250,1800 MAIN ST NE,,LOS LUNAS,NM
101644245,320416,SCHOOL OF DREAMS ACADEMY,STE 250,1800 MAIN ST NE,,LOS LUNAS,NM
101644432,320416,SCHOOL OF DREAMS ACADEMY,STE 250,1800 MAIN ST NE,,LOS LUNAS,NM
101644293,320416,SCHOOL OF DREAMS ACADEMY,STE 250,1800 MAIN ST NE,,LOS LUNAS,NM
101655664,320416,SCHOOL OF DREAMS ACADEMY,STE 250,1800 MAIN ST NE,,LOS LUNAS,NM
101775534,320427,ALAMO NAVAJO COMMUNITY SCHOOL,MILE MARKER 29 HWY 169,PO BOX 5907,,MAGDALENA,NM
101775530,320427,ALAMO NAVAJO COMMUNITY SCHOOL,MILE MARKER 29 HWY 169,PO BOX 5907,,MAGDALENA,NM
101775509,320427,ALAMO NAVAJO COMMUNITY SCHOOL,MILE MARKER 29 HWY 169,PO BOX 5907,,MAGDALENA,NM
101342540,320430,MAGDALENA HIGH SCHOOL,201 DUGGINS DR,PO BOX 629,,MAGDALENA,NM
101147232,320430,MAGDALENA HIGH SCHOOL,201 DUGGINS DR,PO BOX 629,,MAGDALENA,NM
101350014,320445,MELROSE HIGH SCHOOL,100 E MISSOURI,PO BOX 275,,MELROSE,NM
101775493,320455,MORA HIGH SCHOOL,HWY 518,PO BOX 180,,MORA,NM
101775487,320455,MORA HIGH SCHOOL,HWY 518,PO BOX 180,,MORA,NM
101775428,320455,MORA HIGH SCHOOL,HWY 518,PO BOX 180,,MORA,NM
101775414,320455,MORA HIGH SCHOOL,HWY 518,PO BOX 180,,MORA,NM
101734106,320455,MORA HIGH SCHOOL,HWY 518,PO BOX 180,,MORA,NM
101734100,320455,MORA HIGH SCHOOL,HWY 518,PO BOX 180,,MORA,NM
101734086,320455,MORA HIGH SCHOOL,HWY 518,PO BOX 180,,MORA,NM
101734071,320455,MORA HIGH SCHOOL,HWY 518,PO BOX 180,,MORA,NM
101579546,320455,MORA HIGH SCHOOL,HWY 518,PO BOX 180,,MORA,NM
101376504,320455,MORA HIGH SCHOOL,HWY 518,PO BOX 180,,MORA,NM
100028370,320455,MORA HIGH SCHOOL,HWY 518,PO BOX 180,,MORA,NM
101695620,320455,MORA HIGH SCHOOL,HWY 518,PO BOX 180,,MORA,NM
101736963,320465,MORIARTY HIGH SCHOOL,200 CENTER ST,PO BOX 2000,,MORIARTY,NM
101736937,320465,MORIARTY HIGH SCHOOL,200 CENTER ST,PO BOX 2000,,MORIARTY,NM
101736936,320465,MORIARTY HIGH SCHOOL,200 CENTER ST,PO BOX 2000,,MORIARTY,NM
101736923,320465,MORIARTY HIGH SCHOOL,200 CENTER ST,PO BOX 2000,,MORIARTY,NM
101738874,320465,MORIARTY HIGH SCHOOL,200 CENTER ST,PO BOX 2000,,MORIARTY,NM
101756063,320465,MORIARTY HIGH SCHOOL,200 CENTER ST,PO BOX 2000,,MORIARTY,NM
101698966,320465,MORIARTY HIGH SCHOOL,200 CENTER ST,PO BOX 2000,,MORIARTY,NM
101706252,320465,MORIARTY HIGH SCHOOL,200 CENTER ST,PO BOX 2000,,MORIARTY,NM
101698570,320465,MORIARTY HIGH SCHOOL,200 CENTER ST,PO BOX 2000,,MORIARTY,NM
101622102,320465,MORIARTY HIGH SCHOOL,200 CENTER ST,PO BOX 2000,,MORIARTY,NM
101585624,320465,MORIARTY HIGH SCHOOL,200 CENTER ST,PO BOX 2000,,MORIARTY,NM
101561613,320465,MORIARTY HIGH SCHOOL,200 CENTER ST,PO BOX 2000,,MORIARTY,NM
101550845,320465,MORIARTY HIGH SCHOOL,200 CENTER ST,PO BOX 2000,,MORIARTY,NM
101524727,320465,MORIARTY HIGH SCHOOL,200 CENTER ST,PO BOX 2000,,MORIARTY,NM
101466996,320465,MORIARTY HIGH SCHOOL,200 CENTER ST,PO BOX 2000,,MORIARTY,NM
101358033,320465,MORIARTY HIGH SCHOOL,200 CENTER ST,PO BOX 2000,,MORIARTY,NM
101353080,320465,MORIARTY HIGH SCHOOL,200 CENTER ST,PO BOX 2000,,MORIARTY,NM
101125080,320465,MORIARTY HIGH SCHOOL,200 CENTER ST,PO BOX 2000,,MORIARTY,NM
100774365,320465,MORIARTY HIGH SCHOOL,200 CENTER ST,PO BOX 2000,,MORIARTY,NM
100431588,320465,MORIARTY HIGH SCHOOL,200 CENTER ST,PO BOX 2000,,MORIARTY,NM
100258469,320465,MORIARTY HIGH SCHOOL,200 CENTER ST,PO BOX 2000,,MORIARTY,NM
100259600,320465,MORIARTY HIGH SCHOOL,200 CENTER ST,PO BOX 2000,,MORIARTY,NM
100259593,320465,MORIARTY HIGH SCHOOL,200 CENTER ST,PO BOX 2000,,MORIARTY,NM
100228489,320465,MORIARTY HIGH SCHOOL,200 CENTER ST,PO BOX 2000,,MORIARTY,NM
101621040,320465,MORIARTY HIGH SCHOOL,200 CENTER ST,PO BOX 2000,,MORIARTY,NM
101772406,320481,NAVAJO PINE HIGH SCHOOL,1 W WALNUT AVE,PO BOX 1286,,NAVAJO,NM
101679533,320481,NAVAJO PINE HIGH SCHOOL,1 W WALNUT AVE,PO BOX 1286,,NAVAJO,NM
101592249,320481,NAVAJO PINE HIGH SCHOOL,1 W WALNUT AVE,PO BOX 1286,,NAVAJO,NM
101367614,320481,NAVAJO PINE HIGH SCHOOL,1 W WALNUT AVE,PO BOX 1286,,NAVAJO,NM
101744314,320482,LAGUNA ACOMA HIGH SCHOOL,282 CASA BLANCA RD,PO BOX 689,,CASA BLANCA,NM
101723602,320482,LAGUNA ACOMA HIGH SCHOOL,282 CASA BLANCA RD,PO BOX 689,,CASA BLANCA,NM
101482034,320482,LAGUNA ACOMA HIGH SCHOOL,282 CASA BLANCA RD,PO BOX 689,,CASA BLANCA,NM
100839560,320482,LAGUNA ACOMA HIGH SCHOOL,282 CASA BLANCA RD,PO BOX 689,,CASA BLANCA,NM
100496025,320482,LAGUNA ACOMA HIGH SCHOOL,282 CASA BLANCA RD,PO BOX 689,,CASA BLANCA,NM
101733107,320490,MESA VISTA HIGH SCHOOL,HWY 285 JCT 111,PO BOX 50,,OJO CALIENTE,NM
101673979,320490,MESA VISTA HIGH SCHOOL,HWY 285 JCT 111,PO BOX 50,,OJO CALIENTE,NM
101656014,320490,MESA VISTA HIGH SCHOOL,HWY 285 JCT 111,PO BOX 50,,OJO CALIENTE,NM
101656010,320490,MESA VISTA HIGH SCHOOL,HWY 285 JCT 111,PO BOX 50,,OJO CALIENTE,NM
101655938,320490,MESA VISTA HIGH SCHOOL,HWY 285 JCT 111,PO BOX 50,,OJO CALIENTE,NM
101655937,320490,MESA VISTA HIGH SCHOOL,HWY 285 JCT 111,PO BOX 50,,OJO CALIENTE,NM
101617836,320490,MESA VISTA HIGH SCHOOL,HWY 285 JCT 111,PO BOX 50,,OJO CALIENTE,NM
101686425,320495,PECOS HIGH SCHOOL,1 PANTHER PKWY,PO BOX 368,,PECOS,NM
101458096,320495,PECOS HIGH SCHOOL,1 PANTHER PKWY,PO BOX 368,,PECOS,NM
100838234,320495,PECOS HIGH SCHOOL,1 PANTHER PKWY,PO BOX 368,,PECOS,NM
101688199,320500,PENASCO JR-SR HIGH SCHOOL,13 SCHOOL RD,PO BOX 520,,PENASCO,NM
101617562,320500,PENASCO JR-SR HIGH SCHOOL,13 SCHOOL RD,PO BOX 520,,PENASCO,NM
101617557,320500,PENASCO JR-SR HIGH SCHOOL,13 SCHOOL RD,PO BOX 520,,PENASCO,NM
101617669,320500,PENASCO JR-SR HIGH SCHOOL,13 SCHOOL RD,PO BOX 520,,PENASCO,NM
101382355,320500,PENASCO JR-SR HIGH SCHOOL,13 SCHOOL RD,PO BOX 520,,PENASCO,NM
101367604,320500,PENASCO JR-SR HIGH SCHOOL,13 SCHOOL RD,PO BOX 520,,PENASCO,NM
100262059,320500,PENASCO JR-SR HIGH SCHOOL,13 SCHOOL RD,PO BOX 520,,PENASCO,NM
101464763,320505,PORTALES HIGH SCHOOL,201 S KNOXVILLE ST,,,PORTALES,NM
101587254,320510,QUEMADO HIGH SCHOOL,HWY 60,PO BOX 128,,QUEMADO,NM
100523439,320510,QUEMADO HIGH SCHOOL,HWY 60,PO BOX 128,,QUEMADO,NM
101773362,320515,QUESTA HIGH SCHOOL,527 SAGE BRUSH RD,PO BOX 529,,QUESTA,NM
101773241,320515,QUESTA HIGH SCHOOL,527 SAGE BRUSH RD,PO BOX 529,,QUESTA,NM
101752917,320515,QUESTA HIGH SCHOOL,527 SAGE BRUSH RD,PO BOX 529,,QUESTA,NM
101774873,320515,QUESTA HIGH SCHOOL,527 SAGE BRUSH RD,PO BOX 529,,QUESTA,NM
101693928,320515,QUESTA HIGH SCHOOL,527 SAGE BRUSH RD,PO BOX 529,,QUESTA,NM
101617630,320515,QUESTA HIGH SCHOOL,527 SAGE BRUSH RD,PO BOX 529,,QUESTA,NM
101557966,320515,QUESTA HIGH SCHOOL,527 SAGE BRUSH RD,PO BOX 529,,QUESTA,NM
101540693,320515,QUESTA HIGH SCHOOL,527 SAGE BRUSH RD,PO BOX 529,,QUESTA,NM
101212222,320515,QUESTA HIGH SCHOOL,527 SAGE BRUSH RD,PO BOX 529,,QUESTA,NM
101040690,320515,QUESTA HIGH SCHOOL,527 SAGE BRUSH RD,PO BOX 529,,QUESTA,NM
100802327,320515,QUESTA HIGH SCHOOL,527 SAGE BRUSH RD,PO BOX 529,,QUESTA,NM
101695705,320515,QUESTA HIGH SCHOOL,527 SAGE BRUSH RD,PO BOX 529,,QUESTA,NM
101695691,320515,QUESTA HIGH SCHOOL,527 SAGE BRUSH RD,PO BOX 529,,QUESTA,NM
101695681,320515,QUESTA HIGH SCHOOL,527 SAGE BRUSH RD,PO BOX 529,,QUESTA,NM
101655137,320515,QUESTA HIGH SCHOOL,527 SAGE BRUSH RD,PO BOX 529,,QUESTA,NM
101655135,320515,QUESTA HIGH SCHOOL,527 SAGE BRUSH RD,PO BOX 529,,QUESTA,NM
101655134,320515,QUESTA HIGH SCHOOL,527 SAGE BRUSH RD,PO BOX 529,,QUESTA,NM
101561475,320519,RAMAH HIGH SCHOOL,74 S BLOOMFIELD AVE,PO BOX 849,,RAMAH,NM
100390453,320519,RAMAH HIGH SCHOOL,74 S BLOOMFIELD AVE,PO BOX 849,,RAMAH,NM
101656969,320519,RAMAH HIGH SCHOOL,74 S BLOOMFIELD AVE,PO BOX 849,,RAMAH,NM
101676136,320521,WALATOWA HIGH CHARTER SCHOOL,147 BEAR HEAD CANYON,PO BOX 669,,JEMEZ PUEBLO,NM
101592304,320525,RATON HIGH SCHOOL,1535 TIGER CIR,,,RATON,NM
101562278,320525,RATON HIGH SCHOOL,1535 TIGER CIR,,,RATON,NM
101281390,320525,RATON HIGH SCHOOL,1535 TIGER CIR,,,RATON,NM
100423833,320525,RATON HIGH SCHOOL,1535 TIGER CIR,,,RATON,NM
101695810,320525,RATON HIGH SCHOOL,1535 TIGER CIR,,,RATON,NM
101671654,320525,RATON HIGH SCHOOL,1535 TIGER CIR,,,RATON,NM
101742924,320530,REHOBOTH CHRISTIAN SCHOOL,07B TSE YAANIICHII LN,PO BOX 41,,REHOBOTH,NM
101739278,320530,REHOBOTH CHRISTIAN SCHOOL,07B TSE YAANIICHII LN,PO BOX 41,,REHOBOTH,NM
101741201,320530,REHOBOTH CHRISTIAN SCHOOL,07B TSE YAANIICHII LN,PO BOX 41,,REHOBOTH,NM
101770540,320530,REHOBOTH CHRISTIAN SCHOOL,07B TSE YAANIICHII LN,PO BOX 41,,REHOBOTH,NM
101728395,320530,REHOBOTH CHRISTIAN SCHOOL,07B TSE YAANIICHII LN,PO BOX 41,,REHOBOTH,NM
101718603,320530,REHOBOTH CHRISTIAN SCHOOL,07B TSE YAANIICHII LN,PO BOX 41,,REHOBOTH,NM
101623620,320530,REHOBOTH CHRISTIAN SCHOOL,07B TSE YAANIICHII LN,PO BOX 41,,REHOBOTH,NM
101538584,320530,REHOBOTH CHRISTIAN SCHOOL,07B TSE YAANIICHII LN,PO BOX 41,,REHOBOTH,NM
101501742,320530,REHOBOTH CHRISTIAN SCHOOL,07B TSE YAANIICHII LN,PO BOX 41,,REHOBOTH,NM
101374011,320530,REHOBOTH CHRISTIAN SCHOOL,07B TSE YAANIICHII LN,PO BOX 41,,REHOBOTH,NM
101287972,320530,REHOBOTH CHRISTIAN SCHOOL,07B TSE YAANIICHII LN,PO BOX 41,,REHOBOTH,NM
100715193,320530,REHOBOTH CHRISTIAN SCHOOL,07B TSE YAANIICHII LN,PO BOX 41,,REHOBOTH,NM
100584460,320530,REHOBOTH CHRISTIAN SCHOOL,07B TSE YAANIICHII LN,PO BOX 41,,REHOBOTH,NM
100211725,320530,REHOBOTH CHRISTIAN SCHOOL,07B TSE YAANIICHII LN,PO BOX 41,,REHOBOTH,NM
101746551,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101742211,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101734247,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101728858,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101744395,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101744224,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101747113,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101730376,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101764276,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101750622,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101743113,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101705745,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101705491,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101699164,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101724888,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101699008,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101721575,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101703404,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101706267,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101709648,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101725669,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101699454,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101686086,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101682552,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101682501,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101688636,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101690813,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101689379,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101690644,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101623766,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101614135,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101614111,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101614091,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101605718,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101613826,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101598972,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101598594,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101593870,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101583903,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101574030,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101574072,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101559210,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101545449,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101537970,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101530145,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101493715,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101467721,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101369171,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101336617,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101293591,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101641981,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101642581,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101638541,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101697206,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101650979,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101659832,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101619854,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101619837,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101671896,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101663399,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101664409,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101646107,320534,V SUE CLEVELAND HIGH SCHOOL,4800 LABAN RD NE,,,RIO RANCHO,NM
101751898,320537,RIO RANCHO CYBER ACADEMY,1330 JACKIE RD SE,,,RIO RANCHO,NM
101758943,320537,RIO RANCHO CYBER ACADEMY,1330 JACKIE RD SE,,,RIO RANCHO,NM
101693768,320537,RIO RANCHO CYBER ACADEMY,1330 JACKIE RD SE,,,RIO RANCHO,NM
101550432,320537,RIO RANCHO CYBER ACADEMY,1330 JACKIE RD SE,,,RIO RANCHO,NM
101543386,320537,RIO RANCHO CYBER ACADEMY,1330 JACKIE RD SE,,,RIO RANCHO,NM
101510536,320537,RIO RANCHO CYBER ACADEMY,1330 JACKIE RD SE,,,RIO RANCHO,NM
101278957,320537,RIO RANCHO CYBER ACADEMY,1330 JACKIE RD SE,,,RIO RANCHO,NM
101660383,320537,RIO RANCHO CYBER ACADEMY,1330 JACKIE RD SE,,,RIO RANCHO,NM
101728153,320539,RIO RANCHO HIGH SCHOOL,301 LOMA COLORADO BLVD NE,,,RIO RANCHO,NM
101739791,320539,RIO RANCHO HIGH SCHOOL,301 LOMA COLORADO BLVD NE,,,RIO RANCHO,NM
101767879,320539,RIO RANCHO HIGH SCHOOL,301 LOMA COLORADO BLVD NE,,,RIO RANCHO,NM
101767861,320539,RIO RANCHO HIGH SCHOOL,301 LOMA COLORADO BLVD NE,,,RIO RANCHO,NM
101767699,320539,RIO RANCHO HIGH SCHOOL,301 LOMA COLORADO BLVD NE,,,RIO RANCHO,NM
