UNM_BANNER_ID,HED_HIGH_SCHOOL_CODE,INSTITUTION_NAME,STREET_LINE1,STREET_LINE2,STREET_LINE3,CITY,STATE_PROVINCE
101490195,320011,CIBOLA HIGH SCHOOL,1510 ELLISON DR NW,,,ALBUQUERQUE,NM
101490191,320011,CIBOLA HIGH SCHOOL,1510 ELLISON DR NW,,,ALBUQUERQUE,NM
101364149,320011,CIBOLA HIGH SCHOOL,1510 ELLISON DR NW,,,ALBUQUERQUE,NM
101272756,320011,CIBOLA HIGH SCHOOL,1510 ELLISON DR NW,,,ALBUQUERQUE,NM
101278496,320011,CIBOLA HIGH SCHOOL,1510 ELLISON DR NW,,,ALBUQUERQUE,NM
101277701,320011,CIBOLA HIGH SCHOOL,1510 ELLISON DR NW,,,ALBUQUERQUE,NM
101280224,320011,CIBOLA HIGH SCHOOL,1510 ELLISON DR NW,,,ALBUQUERQUE,NM
101280186,320011,CIBOLA HIGH SCHOOL,1510 ELLISON DR NW,,,ALBUQUERQUE,NM
101261280,320011,CIBOLA HIGH SCHOOL,1510 ELLISON DR NW,,,ALBUQUERQUE,NM
101256681,320011,CIBOLA HIGH SCHOOL,1510 ELLISON DR NW,,,ALBUQUERQUE,NM
101152582,320011,CIBOLA HIGH SCHOOL,1510 ELLISON DR NW,,,ALBUQUERQUE,NM
101154303,320011,CIBOLA HIGH SCHOOL,1510 ELLISON DR NW,,,ALBUQUERQUE,NM
101013070,320011,CIBOLA HIGH SCHOOL,1510 ELLISON DR NW,,,ALBUQUERQUE,NM
100926608,320011,CIBOLA HIGH SCHOOL,1510 ELLISON DR NW,,,ALBUQUERQUE,NM
100849016,320011,CIBOLA HIGH SCHOOL,1510 ELLISON DR NW,,,ALBUQUERQUE,NM
100846095,320011,CIBOLA HIGH SCHOOL,1510 ELLISON DR NW,,,ALBUQUERQUE,NM
100839089,320011,CIBOLA HIGH SCHOOL,1510 ELLISON DR NW,,,ALBUQUERQUE,NM
100668494,320011,CIBOLA HIGH SCHOOL,1510 ELLISON DR NW,,,ALBUQUERQUE,NM
100503825,320011,CIBOLA HIGH SCHOOL,1510 ELLISON DR NW,,,ALBUQUERQUE,NM
100352212,320011,CIBOLA HIGH SCHOOL,1510 ELLISON DR NW,,,ALBUQUERQUE,NM
100343536,320011,CIBOLA HIGH SCHOOL,1510 ELLISON DR NW,,,ALBUQUERQUE,NM
100352158,320011,CIBOLA HIGH SCHOOL,1510 ELLISON DR NW,,,ALBUQUERQUE,NM
100249311,320011,CIBOLA HIGH SCHOOL,1510 ELLISON DR NW,,,ALBUQUERQUE,NM
100247372,320011,CIBOLA HIGH SCHOOL,1510 ELLISON DR NW,,,ALBUQUERQUE,NM
100242347,320011,CIBOLA HIGH SCHOOL,1510 ELLISON DR NW,,,ALBUQUERQUE,NM
100157008,320011,CIBOLA HIGH SCHOOL,1510 ELLISON DR NW,,,ALBUQUERQUE,NM
100141835,320011,CIBOLA HIGH SCHOOL,1510 ELLISON DR NW,,,ALBUQUERQUE,NM
100122094,320011,CIBOLA HIGH SCHOOL,1510 ELLISON DR NW,,,ALBUQUERQUE,NM
100028500,320011,CIBOLA HIGH SCHOOL,1510 ELLISON DR NW,,,ALBUQUERQUE,NM
100021328,320011,CIBOLA HIGH SCHOOL,1510 ELLISON DR NW,,,ALBUQUERQUE,NM
101640770,320011,CIBOLA HIGH SCHOOL,1510 ELLISON DR NW,,,ALBUQUERQUE,NM
101638738,320011,CIBOLA HIGH SCHOOL,1510 ELLISON DR NW,,,ALBUQUERQUE,NM
101696775,320011,CIBOLA HIGH SCHOOL,1510 ELLISON DR NW,,,ALBUQUERQUE,NM
101652559,320011,CIBOLA HIGH SCHOOL,1510 ELLISON DR NW,,,ALBUQUERQUE,NM
101652878,320011,CIBOLA HIGH SCHOOL,1510 ELLISON DR NW,,,ALBUQUERQUE,NM
101661238,320011,CIBOLA HIGH SCHOOL,1510 ELLISON DR NW,,,ALBUQUERQUE,NM
101666371,320011,CIBOLA HIGH SCHOOL,1510 ELLISON DR NW,,,ALBUQUERQUE,NM
101646751,320011,CIBOLA HIGH SCHOOL,1510 ELLISON DR NW,,,ALBUQUERQUE,NM
101645560,320011,CIBOLA HIGH SCHOOL,1510 ELLISON DR NW,,,ALBUQUERQUE,NM
101645289,320011,CIBOLA HIGH SCHOOL,1510 ELLISON DR NW,,,ALBUQUERQUE,NM
101620389,320011,CIBOLA HIGH SCHOOL,1510 ELLISON DR NW,,,ALBUQUERQUE,NM
101756648,320012,FREEDOM HIGH SCHOOL,5200 CUTLER AVE NE,,,ALBUQUERQUE,NM
101701365,320012,FREEDOM HIGH SCHOOL,5200 CUTLER AVE NE,,,ALBUQUERQUE,NM
100910142,320012,FREEDOM HIGH SCHOOL,5200 CUTLER AVE NE,,,ALBUQUERQUE,NM
100864557,320012,FREEDOM HIGH SCHOOL,5200 CUTLER AVE NE,,,ALBUQUERQUE,NM
100653958,320012,FREEDOM HIGH SCHOOL,5200 CUTLER AVE NE,,,ALBUQUERQUE,NM
100154869,320012,FREEDOM HIGH SCHOOL,5200 CUTLER AVE NE,,,ALBUQUERQUE,NM
100725219,320014,EVANGEL CHRISTIAN ACADEMY,4501 MONTGOMERY BLVD NE,,,ALBUQUERQUE,NM
101737706,320019,HOPE CHRISTIAN SCHOOLS INC,8005 LOUISIANA BLVD NE,,,ALBUQUERQUE,NM
101737550,320019,HOPE CHRISTIAN SCHOOLS INC,8005 LOUISIANA BLVD NE,,,ALBUQUERQUE,NM
101699438,320019,HOPE CHRISTIAN SCHOOLS INC,8005 LOUISIANA BLVD NE,,,ALBUQUERQUE,NM
101710825,320019,HOPE CHRISTIAN SCHOOLS INC,8005 LOUISIANA BLVD NE,,,ALBUQUERQUE,NM
101715379,320019,HOPE CHRISTIAN SCHOOLS INC,8005 LOUISIANA BLVD NE,,,ALBUQUERQUE,NM
101683942,320019,HOPE CHRISTIAN SCHOOLS INC,8005 LOUISIANA BLVD NE,,,ALBUQUERQUE,NM
101624217,320019,HOPE CHRISTIAN SCHOOLS INC,8005 LOUISIANA BLVD NE,,,ALBUQUERQUE,NM
101587557,320019,HOPE CHRISTIAN SCHOOLS INC,8005 LOUISIANA BLVD NE,,,ALBUQUERQUE,NM
101549118,320019,HOPE CHRISTIAN SCHOOLS INC,8005 LOUISIANA BLVD NE,,,ALBUQUERQUE,NM
101556512,320019,HOPE CHRISTIAN SCHOOLS INC,8005 LOUISIANA BLVD NE,,,ALBUQUERQUE,NM
101542913,320019,HOPE CHRISTIAN SCHOOLS INC,8005 LOUISIANA BLVD NE,,,ALBUQUERQUE,NM
101534557,320019,HOPE CHRISTIAN SCHOOLS INC,8005 LOUISIANA BLVD NE,,,ALBUQUERQUE,NM
101527867,320019,HOPE CHRISTIAN SCHOOLS INC,8005 LOUISIANA BLVD NE,,,ALBUQUERQUE,NM
101374666,320019,HOPE CHRISTIAN SCHOOLS INC,8005 LOUISIANA BLVD NE,,,ALBUQUERQUE,NM
101350402,320019,HOPE CHRISTIAN SCHOOLS INC,8005 LOUISIANA BLVD NE,,,ALBUQUERQUE,NM
101332471,320019,HOPE CHRISTIAN SCHOOLS INC,8005 LOUISIANA BLVD NE,,,ALBUQUERQUE,NM
101317366,320019,HOPE CHRISTIAN SCHOOLS INC,8005 LOUISIANA BLVD NE,,,ALBUQUERQUE,NM
101074112,320019,HOPE CHRISTIAN SCHOOLS INC,8005 LOUISIANA BLVD NE,,,ALBUQUERQUE,NM
100838120,320019,HOPE CHRISTIAN SCHOOLS INC,8005 LOUISIANA BLVD NE,,,ALBUQUERQUE,NM
100565135,320019,HOPE CHRISTIAN SCHOOLS INC,8005 LOUISIANA BLVD NE,,,ALBUQUERQUE,NM
100641052,320019,HOPE CHRISTIAN SCHOOLS INC,8005 LOUISIANA BLVD NE,,,ALBUQUERQUE,NM
100421344,320019,HOPE CHRISTIAN SCHOOLS INC,8005 LOUISIANA BLVD NE,,,ALBUQUERQUE,NM
100049089,320019,HOPE CHRISTIAN SCHOOLS INC,8005 LOUISIANA BLVD NE,,,ALBUQUERQUE,NM
100046609,320019,HOPE CHRISTIAN SCHOOLS INC,8005 LOUISIANA BLVD NE,,,ALBUQUERQUE,NM
101649955,320019,HOPE CHRISTIAN SCHOOLS INC,8005 LOUISIANA BLVD NE,,,ALBUQUERQUE,NM
101661544,320019,HOPE CHRISTIAN SCHOOLS INC,8005 LOUISIANA BLVD NE,,,ALBUQUERQUE,NM
101618663,320019,HOPE CHRISTIAN SCHOOLS INC,8005 LOUISIANA BLVD NE,,,ALBUQUERQUE,NM
101618662,320019,HOPE CHRISTIAN SCHOOLS INC,8005 LOUISIANA BLVD NE,,,ALBUQUERQUE,NM
101618625,320019,HOPE CHRISTIAN SCHOOLS INC,8005 LOUISIANA BLVD NE,,,ALBUQUERQUE,NM
101619299,320019,HOPE CHRISTIAN SCHOOLS INC,8005 LOUISIANA BLVD NE,,,ALBUQUERQUE,NM
101671446,320019,HOPE CHRISTIAN SCHOOLS INC,8005 LOUISIANA BLVD NE,,,ALBUQUERQUE,NM
101666085,320019,HOPE CHRISTIAN SCHOOLS INC,8005 LOUISIANA BLVD NE,,,ALBUQUERQUE,NM
101666215,320019,HOPE CHRISTIAN SCHOOLS INC,8005 LOUISIANA BLVD NE,,,ALBUQUERQUE,NM
101658313,320019,HOPE CHRISTIAN SCHOOLS INC,8005 LOUISIANA BLVD NE,,,ALBUQUERQUE,NM
101753217,320020,HIGHLAND HIGH SCHOOL,4700 COAL AVE SE,,,ALBUQUERQUE,NM
101772072,320020,HIGHLAND HIGH SCHOOL,4700 COAL AVE SE,,,ALBUQUERQUE,NM
101749221,320020,HIGHLAND HIGH SCHOOL,4700 COAL AVE SE,,,ALBUQUERQUE,NM
101739039,320020,HIGHLAND HIGH SCHOOL,4700 COAL AVE SE,,,ALBUQUERQUE,NM
101748314,320020,HIGHLAND HIGH SCHOOL,4700 COAL AVE SE,,,ALBUQUERQUE,NM
101728738,320020,HIGHLAND HIGH SCHOOL,4700 COAL AVE SE,,,ALBUQUERQUE,NM
101773847,320020,HIGHLAND HIGH SCHOOL,4700 COAL AVE SE,,,ALBUQUERQUE,NM
101750765,320020,HIGHLAND HIGH SCHOOL,4700 COAL AVE SE,,,ALBUQUERQUE,NM
101699210,320020,HIGHLAND HIGH SCHOOL,4700 COAL AVE SE,,,ALBUQUERQUE,NM
101708701,320020,HIGHLAND HIGH SCHOOL,4700 COAL AVE SE,,,ALBUQUERQUE,NM
101698105,320020,HIGHLAND HIGH SCHOOL,4700 COAL AVE SE,,,ALBUQUERQUE,NM
101715440,320020,HIGHLAND HIGH SCHOOL,4700 COAL AVE SE,,,ALBUQUERQUE,NM
101722491,320020,HIGHLAND HIGH SCHOOL,4700 COAL AVE SE,,,ALBUQUERQUE,NM
101701079,320020,HIGHLAND HIGH SCHOOL,4700 COAL AVE SE,,,ALBUQUERQUE,NM
101684417,320020,HIGHLAND HIGH SCHOOL,4700 COAL AVE SE,,,ALBUQUERQUE,NM
101690912,320020,HIGHLAND HIGH SCHOOL,4700 COAL AVE SE,,,ALBUQUERQUE,NM
101690736,320020,HIGHLAND HIGH SCHOOL,4700 COAL AVE SE,,,ALBUQUERQUE,NM
101688275,320020,HIGHLAND HIGH SCHOOL,4700 COAL AVE SE,,,ALBUQUERQUE,NM
101609558,320020,HIGHLAND HIGH SCHOOL,4700 COAL AVE SE,,,ALBUQUERQUE,NM
101599001,320020,HIGHLAND HIGH SCHOOL,4700 COAL AVE SE,,,ALBUQUERQUE,NM
101605580,320020,HIGHLAND HIGH SCHOOL,4700 COAL AVE SE,,,ALBUQUERQUE,NM
101583016,320020,HIGHLAND HIGH SCHOOL,4700 COAL AVE SE,,,ALBUQUERQUE,NM
101587621,320020,HIGHLAND HIGH SCHOOL,4700 COAL AVE SE,,,ALBUQUERQUE,NM
101578946,320020,HIGHLAND HIGH SCHOOL,4700 COAL AVE SE,,,ALBUQUERQUE,NM
101561663,320020,HIGHLAND HIGH SCHOOL,4700 COAL AVE SE,,,ALBUQUERQUE,NM
101512926,320020,HIGHLAND HIGH SCHOOL,4700 COAL AVE SE,,,ALBUQUERQUE,NM
101494797,320020,HIGHLAND HIGH SCHOOL,4700 COAL AVE SE,,,ALBUQUERQUE,NM
101490280,320020,HIGHLAND HIGH SCHOOL,4700 COAL AVE SE,,,ALBUQUERQUE,NM
101489660,320020,HIGHLAND HIGH SCHOOL,4700 COAL AVE SE,,,ALBUQUERQUE,NM
101380031,320020,HIGHLAND HIGH SCHOOL,4700 COAL AVE SE,,,ALBUQUERQUE,NM
101345248,320020,HIGHLAND HIGH SCHOOL,4700 COAL AVE SE,,,ALBUQUERQUE,NM
101331159,320020,HIGHLAND HIGH SCHOOL,4700 COAL AVE SE,,,ALBUQUERQUE,NM
101334501,320020,HIGHLAND HIGH SCHOOL,4700 COAL AVE SE,,,ALBUQUERQUE,NM
101288557,320020,HIGHLAND HIGH SCHOOL,4700 COAL AVE SE,,,ALBUQUERQUE,NM
101011296,320020,HIGHLAND HIGH SCHOOL,4700 COAL AVE SE,,,ALBUQUERQUE,NM
100777070,320020,HIGHLAND HIGH SCHOOL,4700 COAL AVE SE,,,ALBUQUERQUE,NM
100703450,320020,HIGHLAND HIGH SCHOOL,4700 COAL AVE SE,,,ALBUQUERQUE,NM
100604115,320020,HIGHLAND HIGH SCHOOL,4700 COAL AVE SE,,,ALBUQUERQUE,NM
100462734,320020,HIGHLAND HIGH SCHOOL,4700 COAL AVE SE,,,ALBUQUERQUE,NM
100354596,320020,HIGHLAND HIGH SCHOOL,4700 COAL AVE SE,,,ALBUQUERQUE,NM
100054148,320020,HIGHLAND HIGH SCHOOL,4700 COAL AVE SE,,,ALBUQUERQUE,NM
100017776,320020,HIGHLAND HIGH SCHOOL,4700 COAL AVE SE,,,ALBUQUERQUE,NM
100015891,320020,HIGHLAND HIGH SCHOOL,4700 COAL AVE SE,,,ALBUQUERQUE,NM
100006127,320020,HIGHLAND HIGH SCHOOL,4700 COAL AVE SE,,,ALBUQUERQUE,NM
101650893,320020,HIGHLAND HIGH SCHOOL,4700 COAL AVE SE,,,ALBUQUERQUE,NM
101652481,320020,HIGHLAND HIGH SCHOOL,4700 COAL AVE SE,,,ALBUQUERQUE,NM
101621384,320020,HIGHLAND HIGH SCHOOL,4700 COAL AVE SE,,,ALBUQUERQUE,NM
101740866,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101734182,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101730732,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101735263,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101768772,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101768187,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101753603,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101707260,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101698996,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101713831,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101703392,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101724039,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101724009,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101724000,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101720587,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101715139,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101723793,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101714951,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101689119,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101675764,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101689509,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101683995,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101689391,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101676707,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101689207,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101684699,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101633035,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101622937,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101623839,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101616524,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101614392,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101611994,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101612259,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101611876,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101612147,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101612143,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101604821,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101598260,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101580913,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101583454,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101572931,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101575706,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101573657,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101575311,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101573051,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101574855,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101567821,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101566771,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101567106,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101561612,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101549521,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101546727,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101555905,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101555043,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101538110,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101536739,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101533162,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101509255,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101481542,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101491062,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101456982,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101362624,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101278501,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101260265,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101017771,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101067176,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
100884686,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
100854992,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
100778208,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
100734064,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
100573311,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
100559085,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
100466690,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
100448504,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
100366625,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
100246635,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
100146379,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
100144572,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
100018857,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101642939,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101642438,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101644281,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101620108,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101665956,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101645728,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
101645549,320023,MANZANO HIGH SCHOOL,12200 LOMAS BLVD NE,,,ALBUQUERQUE,NM
100006959,141465,COLLINSVILLE HIGH SCHOOL,2201 S MORRISON AVE,,,COLLINSVILLE,IL
101558477,141595,MAINE TOWNSHIP HS EAST,2601 DEMPSTER ST,,,PARK RIDGE,IL
101771031,141631,SOUTH HIGH SCHOOL DISTRICT 99,1436 NORFOLK ST,,,DOWNERS GROVE,IL
101729152,141740,EFFINGHAM HIGH SCHOOL,1301 W GROVE AVE,,,EFFINGHAM,IL
101721902,141860,EVANSTON TOWNSHIP HIGH SCHOOL,1600 DODGE AVE,,,EVANSTON,IL
101540172,142031,NOTRE DAME LA SALETTE BOYS AC,5065 OLIVET RD,,,GEORGETOWN,IL
101609278,222123,TAUNTON HIGH SCHOOL,50 WILLIAMS ST,,,TAUNTON,MA
101467550,222170,WAKEFIELD HIGH SCHOOL,60 FARM ST,,,WAKEFIELD,MA
101768323,229001,MASSACHUSETTS,,,,,
101677199,229001,MASSACHUSETTS,,,,,
101717910,230082,CLONLARA SCHOOL,1289 JEWETT ST,,,ANN ARBOR,MI
101705178,320025,MENAUL SCHOOL,301 MENAUL BLVD NE,,,ALBUQUERQUE,NM
101698741,320025,MENAUL SCHOOL,301 MENAUL BLVD NE,,,ALBUQUERQUE,NM
101702748,320025,MENAUL SCHOOL,301 MENAUL BLVD NE,,,ALBUQUERQUE,NM
101628772,320025,MENAUL SCHOOL,301 MENAUL BLVD NE,,,ALBUQUERQUE,NM
101612062,320025,MENAUL SCHOOL,301 MENAUL BLVD NE,,,ALBUQUERQUE,NM
101471133,320025,MENAUL SCHOOL,301 MENAUL BLVD NE,,,ALBUQUERQUE,NM
101383213,320025,MENAUL SCHOOL,301 MENAUL BLVD NE,,,ALBUQUERQUE,NM
101066169,320025,MENAUL SCHOOL,301 MENAUL BLVD NE,,,ALBUQUERQUE,NM
100996154,320025,MENAUL SCHOOL,301 MENAUL BLVD NE,,,ALBUQUERQUE,NM
100863687,320025,MENAUL SCHOOL,301 MENAUL BLVD NE,,,ALBUQUERQUE,NM
100037446,320025,MENAUL SCHOOL,301 MENAUL BLVD NE,,,ALBUQUERQUE,NM
101730032,320028,RIO GRANDE HIGH SCHOOL,2300 ARENAL RD SW,,,ALBUQUERQUE,NM
101729943,320028,RIO GRANDE HIGH SCHOOL,2300 ARENAL RD SW,,,ALBUQUERQUE,NM
101736553,320028,RIO GRANDE HIGH SCHOOL,2300 ARENAL RD SW,,,ALBUQUERQUE,NM
101728376,320028,RIO GRANDE HIGH SCHOOL,2300 ARENAL RD SW,,,ALBUQUERQUE,NM
101768976,320028,RIO GRANDE HIGH SCHOOL,2300 ARENAL RD SW,,,ALBUQUERQUE,NM
101737296,320028,RIO GRANDE HIGH SCHOOL,2300 ARENAL RD SW,,,ALBUQUERQUE,NM
101725031,320028,RIO GRANDE HIGH SCHOOL,2300 ARENAL RD SW,,,ALBUQUERQUE,NM
101723516,320028,RIO GRANDE HIGH SCHOOL,2300 ARENAL RD SW,,,ALBUQUERQUE,NM
101705113,320028,RIO GRANDE HIGH SCHOOL,2300 ARENAL RD SW,,,ALBUQUERQUE,NM
101688002,320028,RIO GRANDE HIGH SCHOOL,2300 ARENAL RD SW,,,ALBUQUERQUE,NM
101690979,320028,RIO GRANDE HIGH SCHOOL,2300 ARENAL RD SW,,,ALBUQUERQUE,NM
101606296,320028,RIO GRANDE HIGH SCHOOL,2300 ARENAL RD SW,,,ALBUQUERQUE,NM
101617230,320028,RIO GRANDE HIGH SCHOOL,2300 ARENAL RD SW,,,ALBUQUERQUE,NM
101598705,320028,RIO GRANDE HIGH SCHOOL,2300 ARENAL RD SW,,,ALBUQUERQUE,NM
101596765,320028,RIO GRANDE HIGH SCHOOL,2300 ARENAL RD SW,,,ALBUQUERQUE,NM
101572014,320028,RIO GRANDE HIGH SCHOOL,2300 ARENAL RD SW,,,ALBUQUERQUE,NM
101481640,320028,RIO GRANDE HIGH SCHOOL,2300 ARENAL RD SW,,,ALBUQUERQUE,NM
101292604,320028,RIO GRANDE HIGH SCHOOL,2300 ARENAL RD SW,,,ALBUQUERQUE,NM
101115413,320028,RIO GRANDE HIGH SCHOOL,2300 ARENAL RD SW,,,ALBUQUERQUE,NM
